latitude,longitude,target_speed,way_maxspeed,speed_osrm,elevation,azimuth_diff,elevation_diff,,,,,
50.5185398,14.97318318,6.492298509,50,10.9,236,0,0,,,,,
50.51854878,14.97318364,6.595940405,50,10.9,236,0,0,,,,,
50.51855777,14.9731841,6.699582301,50,10.9,236,0,0,,,,,
50.51856675,14.97318456,6.803224197,50,10.9,236,0,0,,,,,
50.51857574,14.97318502,6.906866093,50,10.9,236,0,0,,,,,
50.51858472,14.97318548,7.010507989,50,10.9,236,0,0,,,,,
50.51859371,14.97318593,7.114149885,50,10.9,236,0,0,,,,,
50.51860269,14.97318653,7.217791781,50,10.89561795,236,0.63306396,0,,,,,
50.51861167,14.97318714,7.321433677,50,10.89050051,236,0,0,,,,,
50.51862065,14.97318775,7.425075573,50,10.88538306,236,0,0,,,,,
50.51862963,14.97318837,7.528717468,50,10.88026561,236,0,0,,,,,
50.51863861,14.97318898,7.632359364,50,10.87514817,236,0,0,,,,,
50.5186476,14.9731896,7.73600126,50,10.87003072,236,0,0,,,,,
50.51865658,14.97319021,7.839643156,50,10.86491327,236,0,0,,,,,
50.51866556,14.97319082,7.943285052,50,10.85979583,236,0,0,,,,,
50.51867454,14.97319144,8.046926948,50,10.85467838,236,0,0,,,,,
50.51868352,14.97319205,8.150568844,50,10.84956093,236,0,0,,,,,
50.5186925,14.97319267,8.25421074,50,10.84444348,236,0,0,,,,,
50.51870148,14.97319328,8.357852636,50,10.83932604,236,0,0,,,,,
50.51871046,14.97319389,8.461494532,50,10.83420859,236,0,0,,,,,
50.51871945,14.9731944,8.565136428,50,10.87427752,236,0.557287467,0,,,,,
50.51872843,14.97319487,8.668778324,50,10.92366939,236,0,0,,,,,
50.51873742,14.97319535,8.77242022,50,10.97306127,236,0,0,,,,,
50.5187464,14.97319583,8.876062115,50,11.02245314,236,0,0,,,,,
50.51875539,14.9731963,8.979704011,50,11.07184502,236,0,0,,,,,
50.51876437,14.97319678,9.083345907,50,11.12123689,236,0,0,,,,,
50.51877335,14.97319726,9.186987803,50,11.17062877,236,0,0,,,,,
50.51878234,14.97319773,9.290629699,50,11.22002064,236,0,0,,,,,
50.51879132,14.97319821,9.394271595,50,11.26941252,236,0,0,,,,,
50.51880031,14.97319869,9.497913491,50,11.31880439,236,0,0,,,,,
50.51880929,14.97319917,9.601555387,50,11.36819627,236,0,0,,,,,
50.51881828,14.97319964,9.705197283,50,11.41758814,236,0,0,,,,,
